,Date,Hour,Number_of_Incidents,Total_Volume,Average_Speed
1695,2/14/2018,15,7,34712,34.07638889
2471,3/21/2018,9,11,34713,32.66779661
3024,4/18/2018,19,8,34736,35.4006734
1895,2/23/2018,15,6,34741,33.45
3063,4/2/2018,13,11,34745,35.6119403
3159,4/23/2018,14,9,34751,34.74410774
2953,4/15/2018,15,17,34756,34.15488215
1896,2/23/2018,16,10,34763,32.692607
3046,4/19/2018,19,13,34784,34.11034483
1693,2/14/2018,13,12,34808,34.41114983
1809,2/19/2018,17,6,34808,33.6900369
3406,4/6/2018,11,10,34811,35.62372881
3523,5/2/2018,14,15,34824,34.94576271
1854,2/21/2018,15,11,34839,34.16370107
2247,3/12/2018,13,16,34847,33.76950355
2831,4/10/2018,9,14,34864,33.1409396
2727,3/6/2018,16,9,34871,31.59622642
3380,4/5/2018,9,2,34881,33.71525424
3501,5/1/2018,15,11,34908,34.47670251
2589,3/26/2018,13,13,34914,34.61702128
2952,4/15/2018,14,9,34915,33.75932203
3317,4/3/2018,12,13,34938,35.12230216
3528,5/2/2018,19,10,34949,35.81016949
3474,4/9/2018,12,14,34951,35.66326531
1714,2/15/2018,12,13,34967,34.56206897
3255,4/27/2018,19,7,35011,34.84013605
3339,4/30/2018,12,13,35018,34.80204778
2910,4/13/2018,19,12,35022,34.69727891
3109,4/21/2018,12,17,35024,34.19453925
3379,4/5/2018,8,7,35045,33.04778157
1897,2/23/2018,17,14,35049,30.23371648
2269,3/13/2018,13,5,35062,33.58156028
2413,3/19/2018,18,21,35076,29.23076923
2643,3/29/2018,8,18,35076,32.28956229
3013,4/18/2018,8,13,35078,33.25838926
2853,4/11/2018,8,10,35096,33.48821549
3494,5/1/2018,8,12,35096,32.54054054
3296,4/29/2018,13,13,35098,33.86486486
3342,4/30/2018,15,16,35124,34.68728522
3084,4/20/2018,11,8,35126,34.73737374
2951,4/15/2018,13,15,35143,34.10367893
2005,2/28/2018,16,2,35147,31.84249084
2435,3/2/2018,18,9,35153,30.90601504
2273,3/13/2018,17,16,35157,28.675
3184,4/24/2018,16,14,35162,32.16906475
2991,4/17/2018,8,14,35166,32.73737374
3477,4/9/2018,15,9,35174,34.73559322
2612,3/27/2018,12,11,35176,34.95373665
1873,2/22/2018,15,2,35204,33.15194346
2362,3/17/2018,12,9,35228,34.97315436
2453,3/20/2018,14,17,35228,34.6026936
2799,3/9/2018,17,9,35234,30.32103321
2492,3/22/2018,8,18,35243,32.909699
3356,4/4/2018,7,18,35278,35.91957105
2545,3/24/2018,16,5,35287,33.70212766
2366,3/17/2018,16,11,35333,33.60333333
3498,5/1/2018,12,11,35348,35
3551,5/3/2018,19,10,35351,35.0440678
2591,3/26/2018,15,18,35352,34.56227758
3277,4/28/2018,17,17,35367,33.83108108
2432,3/2/2018,15,11,35398,33.38202247
1040,12/13/2017,18,25,35399,26.54863813
2449,3/20/2018,10,11,35412,35.31818182
2798,3/9/2018,16,22,35427,30.57142857
2830,4/10/2018,8,22,35428,33.36271186
3434,4/7/2018,16,10,35436,33.91275168
1715,2/15/2018,13,8,35439,34.2233677
3414,4/6/2018,19,12,35461,33.34812287
2274,3/13/2018,18,6,35492,28.95
3324,4/3/2018,19,15,35528,34.30201342
3066,4/2/2018,16,17,35535,32.27697842
2474,3/21/2018,12,10,35543,34.32871972
3521,5/2/2018,12,8,35545,34.89795918
2839,4/10/2018,17,24,35549,29.05226481
1898,2/23/2018,18,7,35556,31.79770992
2004,2/28/2018,15,4,35573,34.6254417
2433,3/2/2018,16,24,35596,31.48863636
1740,2/16/2018,17,13,35617,27.79044118
1674,2/13/2018,17,13,35624,26.86666667
1855,2/21/2018,16,7,35659,32.34798535
2431,3/2/2018,14,2,35659,33.7593985
2412,3/19/2018,17,14,35675,29.39688716
2747,3/7/2018,13,13,35687,34.22419929
3343,4/30/2018,16,24,35693,31.71428571
3181,4/24/2018,13,21,35701,32.45774648
3110,4/21/2018,13,12,35710,33.72413793
2178,3/1/2018,14,16,35735,34.25886525
3385,4/5/2018,14,9,35761,34.40501792
2434,3/2/2018,17,16,35793,28.57034221
2272,3/13/2018,16,16,35799,31.50357143
2002,2/28/2018,13,14,35802,35
2886,4/12/2018,19,7,35819,34.96621622
1018,12/12/2017,18,14,35827,25.88372093
3134,4/22/2018,13,10,35832,33.20805369
3319,4/3/2018,14,14,35845,35.23648649
2543,3/24/2018,14,16,35865,33.2155477
3112,4/21/2018,15,5,35894,33.63758389
1856,2/21/2018,17,5,35912,27.30258303
3185,4/24/2018,17,24,35931,29.66197183
3525,5/2/2018,16,17,35939,32.53583618
2365,3/17/2018,15,9,35942,33.92307692
2749,3/7/2018,15,14,35983,33.96774194
3092,4/20/2018,19,10,35992,34.13851351
2974,4/16/2018,12,14,35996,34.90301003
2903,4/13/2018,12,19,36032,32.72527473
2007,2/28/2018,18,9,36054,30.76344086
2883,4/12/2018,16,18,36055,31.66785714
2627,3/28/2018,15,10,36063,34.74827586
3111,4/21/2018,14,12,36076,33.97288136
3321,4/3/2018,16,15,36084,32.88967972
3383,4/5/2018,12,18,36088,34.70462633
3065,4/2/2018,15,8,36094,34.48201439
2613,3/27/2018,13,14,36122,34.35211268
2836,4/10/2018,14,11,36137,34.68686869
2179,3/1/2018,15,2,36152,33.97132616
2797,3/9/2018,15,16,36180,32
3475,4/9/2018,13,16,36193,34.86577181
2628,3/28/2018,16,11,36196,33.08510638
2477,3/21/2018,15,17,36208,34.27046263
2131,2/8/2018,14,13,36213,33.6
2176,3/1/2018,12,24,36231,34.33687943
3387,4/5/2018,16,17,36257,31.05714286
3067,4/2/2018,17,23,36259,29.81549815
1673,2/13/2018,16,17,36267,31.65964912
3502,5/1/2018,16,19,36285,32.35314685
1063,12/14/2017,18,22,36300,26.60546875
2544,3/24/2018,15,14,36315,33.32508834
1719,2/15/2018,17,9,36318,29.0747331
2834,4/10/2018,12,12,36362,34.9632107
3340,4/30/2018,13,18,36404,34.34121622
2884,4/12/2018,17,20,36416,28.06007067
3320,4/3/2018,15,12,36418,33.96830986
2177,3/1/2018,13,10,36435,34.23487544
2503,3/22/2018,19,11,36470,31.42906574
3522,5/2/2018,13,12,36470,34.43877551
2364,3/17/2018,14,18,36473,34.07744108
3135,4/22/2018,14,10,36496,33.74074074
2997,4/17/2018,14,12,36497,34.5704698
2999,4/17/2018,16,20,36497,31.92982456
3433,4/7/2018,15,9,36509,33.54915254
3432,4/7/2018,14,13,36525,33.39583333
2180,3/1/2018,17,3,36532,27.48708487
1857,2/21/2018,18,10,36534,29.86879433
1535,12/8/2017,17,17,36542,29.79766537
2835,4/10/2018,13,9,36581,34.75174825
3524,5/2/2018,15,14,36614,34.82094595
2363,3/17/2018,13,10,36676,34.50508475
1808,2/19/2018,16,10,36680,34.36879433
1697,2/14/2018,17,17,36697,28.0443686
2796,3/9/2018,14,18,36720,32.99644128
2252,3/12/2018,18,18,36746,30.17730496
3157,4/23/2018,12,9,36773,34.73
1874,2/22/2018,16,11,36792,31.5229682
2864,4/11/2018,19,12,36793,33.69863014
2859,4/11/2018,14,5,36828,34.42567568
3041,4/19/2018,14,8,36829,34.03071672
3042,4/19/2018,15,18,36850,33.71428571
2592,3/26/2018,16,24,36867,32.03571429
3384,4/5/2018,13,13,36885,34.17266187
3431,4/7/2018,13,9,36894,33.43624161
3043,4/19/2018,16,18,36932,31.5395189
2006,2/28/2018,17,2,36937,29.31428571
2452,3/20/2018,13,11,36973,33.35016835
1876,2/22/2018,18,4,36995,28.31071429
2498,3/22/2018,14,15,36995,34.00675676
1698,2/14/2018,18,10,36999,28.46180556
3363,4/4/2018,14,15,37018,34.62626263
1718,2/15/2018,16,14,37021,31.77304965
3161,4/23/2018,16,14,37063,31.9829932
2481,3/21/2018,19,14,37068,32.57966102
3499,5/1/2018,13,8,37086,34.63139932
2975,4/16/2018,13,12,37089,34.65551839
2995,4/17/2018,12,23,37105,34.64983165
2314,3/15/2018,12,13,37116,33.50337838
3158,4/23/2018,13,17,37121,34.81355932
2594,3/26/2018,18,17,37123,29.34751773
1086,12/15/2017,17,13,37155,26.94636015
2250,3/12/2018,16,19,37158,31.91428571
2860,4/11/2018,15,21,37171,33.00692042
1533,12/8/2017,15,10,37200,31.65517241
3020,4/18/2018,15,9,37201,33.75517241
1696,2/14/2018,16,16,37217,32.20415225
3526,5/2/2018,17,12,37224,30.00348432
3068,4/2/2018,18,8,37225,31.51449275
2294,3/14/2018,16,17,37239,31.16724739
2251,3/12/2018,17,19,37245,29.30357143
2521,3/23/2018,14,14,37245,33.70818505
1736,2/16/2018,12,8,37264,34.21180556
1675,2/13/2018,18,11,37294,27.8615917
1741,2/16/2018,18,14,37304,30.43928571
3571,5/4/2018,15,31,37318,32.32740214
3572,5/4/2018,16,27,37342,30.8683274
2181,3/1/2018,18,5,37391,28.63701068
3390,4/5/2018,19,10,37405,34.27027027
2729,3/6/2018,18,12,37420,29.48
2615,3/27/2018,15,10,37423,33.9347079
3548,5/3/2018,16,12,37458,32.11564626
3437,4/7/2018,19,9,37474,34.64150943
2519,3/23/2018,12,11,37484,33.30742049
3344,4/30/2018,17,19,37515,28.53767123
1984,2/27/2018,17,13,37521,31.04577465
3544,5/3/2018,12,16,37551,34.97297297
3478,4/9/2018,16,12,37587,32.76530612
1720,2/15/2018,18,4,37597,29.53287197
3160,4/23/2018,15,14,37601,34.48648649
2293,3/14/2018,15,14,37610,33.53401361
3386,4/5/2018,15,14,37611,33.24381625
3276,4/28/2018,16,15,37614,33
2858,4/11/2018,13,9,37621,34.31271478
2654,3/29/2018,19,12,37631,32.72483221
3361,4/4/2018,12,10,37646,34.60606061
3017,4/18/2018,12,15,37648,34.48993289
2745,3/7/2018,11,11,37664,35.72727273
3574,5/4/2018,18,19,37669,31.86690647
2996,4/17/2018,13,13,37670,34.35016835
3546,5/3/2018,14,11,37676,34.55183946
2998,4/17/2018,15,18,37678,34.32534247
2617,3/27/2018,17,26,37700,27.31338028
1985,2/27/2018,18,8,37733,31.80286738
2312,3/15/2018,10,14,37735,36.15591398
2907,4/13/2018,16,14,37741,31.57491289
3272,4/28/2018,12,9,37741,32.48504983
2649,3/29/2018,14,29,37764,34.16949153
2977,4/16/2018,15,16,37773,34.23050847
2650,3/29/2018,15,17,37794,32.28082192
2454,3/20/2018,15,10,37796,33.98989899
3163,4/23/2018,18,21,37798,30.625
2861,4/11/2018,16,14,37800,31.31914894
2616,3/27/2018,16,12,37825,31.44947735
2292,3/14/2018,14,6,37831,33.61486486
1875,2/22/2018,17,8,37838,28.39208633
2496,3/22/2018,12,10,37952,34.1331058
2647,3/29/2018,12,7,37966,34.20945946
3368,4/4/2018,19,8,37988,34.48148148
2523,3/23/2018,16,21,38116,30.60714286
2629,3/28/2018,17,7,38166,30.71875
2862,4/11/2018,17,27,38166,28.27645051
2317,3/15/2018,15,7,38198,33.27874564
2520,3/23/2018,13,16,38220,33.00704225
1737,2/16/2018,13,7,38237,33.71575342
3275,4/28/2018,15,15,38272,31.86287625
3322,4/3/2018,17,25,38313,29.20134228
2497,3/22/2018,13,15,38315,33.87162162
2877,4/12/2018,10,6,38315,35.9811828
3364,4/4/2018,15,24,38335,33.9261745
2522,3/23/2018,15,20,38345,32.87234043
2655,3/29/2018,20,7,38374,34.96765499
2316,3/15/2018,14,18,38386,33.53220339
3545,5/3/2018,13,14,38481,34.52861953
3550,5/3/2018,18,11,38487,30.72661871
3362,4/4/2018,13,11,38536,34.40863787
3186,4/24/2018,18,9,38553,30.59106529
3021,4/18/2018,16,10,38573,31.49830508
3573,5/4/2018,17,19,38579,29.09187279
3023,4/18/2018,18,16,38618,30.48409894
3345,4/30/2018,18,10,38627,30.36271186
2455,3/20/2018,16,13,38638,31.81597222
3503,5/1/2018,17,20,38647,28.65187713
2593,3/26/2018,17,19,38681,28.9751773
2319,3/15/2018,17,2,38698,30.33670034
3549,5/3/2018,17,13,38715,28.72473868
3274,4/28/2018,14,14,38758,31.03020134
2315,3/15/2018,13,17,38760,32.79861111
2344,3/16/2018,18,11,38838,32.54026846
3273,4/28/2018,13,11,38852,31.8013245
3162,4/23/2018,17,22,38859,29.43243243
3251,4/27/2018,15,17,38873,32.38541667
2994,4/17/2018,11,8,38885,35.80487805
2318,3/15/2018,16,19,38887,31.47491639
2905,4/13/2018,14,10,38955,33.24482759
3480,4/9/2018,18,13,38955,30.94880546
3389,4/5/2018,18,16,38959,28.38909091
2880,4/12/2018,13,13,38987,34.51689189
3139,4/22/2018,18,11,39003,35.31693989
2882,4/12/2018,15,12,39008,33.47315436
2978,4/16/2018,16,18,39015,31.87931034
3323,4/3/2018,18,18,39077,30.05033557
3254,4/27/2018,18,9,39093,31.88850174
2472,3/21/2018,10,13,39112,35.0802139
2338,3/16/2018,12,13,39134,33.60535117
3504,5/1/2018,18,17,39140,31.69283276
3410,4/6/2018,15,21,39191,31.40206186
2979,4/16/2018,17,22,39235,28.73986486
2342,3/16/2018,16,30,39271,28.97986577
3411,4/6/2018,16,16,39291,29.51736111
3087,4/20/2018,14,20,39357,32.73220339
2296,3/14/2018,18,8,39404,30.59395973
2653,3/29/2018,18,22,39411,29.10402685
3022,4/18/2018,17,20,39485,29.21355932
3085,4/20/2018,12,10,39522,32.93127148
2320,3/15/2018,18,12,39529,32.23489933
2980,4/16/2018,18,13,39546,30.32312925
3252,4/27/2018,16,22,39548,30.36912752
3365,4/4/2018,16,17,39556,30.44107744
2840,4/10/2018,18,8,39561,30.2244898
2295,3/14/2018,17,19,39581,29.46527778
2343,3/16/2018,17,27,39590,29.44745763
3086,4/20/2018,13,21,39592,33.20486111
2648,3/29/2018,13,13,39597,33.8440678
3089,4/20/2018,16,14,39677,30.62837838
3246,4/27/2018,10,5,39745,35.67302452
2499,3/22/2018,15,17,39757,32.5704698
3527,5/2/2018,18,11,39770,30.53198653
3366,4/4/2018,17,25,39813,28.66554054
2478,3/21/2018,16,14,39828,31.38926174
2863,4/11/2018,18,17,39828,28.92281879
2525,3/23/2018,18,9,39853,30.17142857
2885,4/12/2018,18,18,39955,29.62541806
3044,4/19/2018,17,15,39959,27.69463087
2339,3/16/2018,13,17,40014,32.72972973
2652,3/29/2018,17,22,40043,26.87625418
2425,3/2/2018,8,4,40067,32.95156695
2901,4/13/2018,10,14,40086,35.2311828
3408,4/6/2018,13,14,40192,32.70547945
2906,4/13/2018,15,13,40193,32.40068493
2651,3/29/2018,16,30,40240,30.31418919
2909,4/13/2018,18,16,40304,31.44444444
3407,4/6/2018,12,18,40308,34.31632653
3253,4/27/2018,17,20,40337,29.11073826
3001,4/17/2018,18,16,40340,31.05743243
2340,3/16/2018,14,20,40343,32.25085911
2524,3/23/2018,17,26,40347,28.05776173
3045,4/19/2018,18,18,40461,28.95973154
2501,3/22/2018,17,19,40489,25.46478873
2473,3/21/2018,11,12,40493,35.5298913
3248,4/27/2018,12,9,40547,32.90508475
3479,4/9/2018,17,10,40606,30.39322034
2618,3/27/2018,18,29,40685,24.94594595
2456,3/20/2018,17,25,40722,27.40268456
2630,3/28/2018,18,8,40742,32.57575758
3367,4/4/2018,18,14,40776,28.65084746
3090,4/20/2018,17,20,40784,28.67905405
3403,4/6/2018,8,9,40810,33.40217391
2908,4/13/2018,17,31,40821,29.26689189
2341,3/16/2018,15,14,40837,31.69767442
2457,3/20/2018,18,13,40936,28.14334471
3091,4/20/2018,18,18,41108,30.75932203
3413,4/6/2018,18,15,41164,29.4829932
3249,4/27/2018,13,17,41216,32.14765101
2500,3/22/2018,16,23,41293,30.1010101
3088,4/20/2018,15,20,41294,31.55892256
2479,3/21/2018,17,22,41714,28.23469388
3059,4/2/2018,9,9,41812,34.9541779
2795,3/9/2018,13,19,41944,33.75776398
2480,3/21/2018,18,12,41969,29.13220339
2728,3/6/2018,17,16,41990,28.59938838
2502,3/22/2018,18,19,42201,28.06060606
1716,2/15/2018,14,10,42257,34.62707182
3000,4/17/2018,17,19,42453,29.05647841
3412,4/6/2018,17,37,42978,26.95959596
3564,5/4/2018,8,10,43151,33.02406417
2614,3/27/2018,14,11,43306,35.09039548
3183,4/24/2018,15,14,43972,33.99140401
3136,4/22/2018,15,12,44269,33.80585106
3388,4/5/2018,17,25,44990,28.51014493
3039,4/19/2018,12,16,45120,34.40668524
3318,4/3/2018,13,11,46123,35.06284153
2857,4/11/2018,12,9,46188,34.03278689
2881,4/12/2018,14,8,46409,34.40214477
2837,4/10/2018,15,14,46773,34.02197802
3018,4/18/2018,13,13,46804,34.46537396
2475,3/21/2018,13,13,47225,33.87700535
2904,4/13/2018,13,21,47352,31.96875
2879,4/12/2018,12,14,47482,34.69168901
3547,5/3/2018,15,11,48511,33.88409704
3409,4/6/2018,14,15,48593,33.26975477
3250,4/27/2018,14,13,49798,33.32328767
